BR,IF,D,0.01,0.03,760.0, 4/24/2026
BR,VVS1,D,0.01,0.03,760.0, 4/24/2026
BR,VVS2,D,0.01,0.03,760.0, 4/24/2026
BR,VS1,D,0.01,0.03,670.0, 4/24/2026
BR,VS2,D,0.01,0.03,670.0, 4/24/2026
BR,SI1,D,0.01,0.03,560.0, 4/24/2026
BR,SI2,D,0.01,0.03,490.0, 4/24/2026
BR,SI3,D,0.01,0.03,430.0, 4/24/2026
BR,I1,D,0.01,0.03,380.0, 4/24/2026
BR,I2,D,0.01,0.03,320.0, 4/24/2026
BR,I3,D,0.01,0.03,260.0, 4/24/2026
BR,IF,E,0.01,0.03,760.0, 4/24/2026
BR,VVS1,E,0.01,0.03,760.0, 4/24/2026
BR,VVS2,E,0.01,0.03,760.0, 4/24/2026
BR,VS1,E,0.01,0.03,670.0, 4/24/2026
BR,VS2,E,0.01,0.03,670.0, 4/24/2026
BR,SI1,E,0.01,0.03,560.0, 4/24/2026
BR,SI2,E,0.01,0.03,490.0, 4/24/2026
BR,SI3,E,0.01,0.03,430.0, 4/24/2026
BR,I1,E,0.01,0.03,380.0, 4/24/2026
BR,I2,E,0.01,0.03,320.0, 4/24/2026
BR,I3,E,0.01,0.03,260.0, 4/24/2026
BR,IF,F,0.01,0.03,760.0, 4/24/2026
BR,VVS1,F,0.01,0.03,760.0, 4/24/2026
BR,VVS2,F,0.01,0.03,760.0, 4/24/2026
BR,VS1,F,0.01,0.03,670.0, 4/24/2026
BR,VS2,F,0.01,0.03,670.0, 4/24/2026
BR,SI1,F,0.01,0.03,560.0, 4/24/2026
BR,SI2,F,0.01,0.03,490.0, 4/24/2026
BR,SI3,F,0.01,0.03,430.0, 4/24/2026
BR,I1,F,0.01,0.03,380.0, 4/24/2026
BR,I2,F,0.01,0.03,320.0, 4/24/2026
BR,I3,F,0.01,0.03,260.0, 4/24/2026
BR,IF,G,0.01,0.03,660.0, 4/24/2026
BR,VVS1,G,0.01,0.03,660.0, 4/24/2026
BR,VVS2,G,0.01,0.03,660.0, 4/24/2026
BR,VS1,G,0.01,0.03,590.0, 4/24/2026
BR,VS2,G,0.01,0.03,590.0, 4/24/2026
BR,SI1,G,0.01,0.03,500.0, 4/24/2026
BR,SI2,G,0.01,0.03,440.0, 4/24/2026
BR,SI3,G,0.01,0.03,390.0, 4/24/2026
BR,I1,G,0.01,0.03,340.0, 4/24/2026
BR,I2,G,0.01,0.03,290.0, 4/24/2026
BR,I3,G,0.01,0.03,240.0, 4/24/2026
BR,IF,H,0.01,0.03,660.0, 4/24/2026
BR,VVS1,H,0.01,0.03,660.0, 4/24/2026
BR,VVS2,H,0.01,0.03,660.0, 4/24/2026
BR,VS1,H,0.01,0.03,590.0, 4/24/2026
BR,VS2,H,0.01,0.03,590.0, 4/24/2026
BR,SI1,H,0.01,0.03,500.0, 4/24/2026
BR,SI2,H,0.01,0.03,440.0, 4/24/2026
BR,SI3,H,0.01,0.03,390.0, 4/24/2026
BR,I1,H,0.01,0.03,340.0, 4/24/2026
BR,I2,H,0.01,0.03,290.0, 4/24/2026
BR,I3,H,0.01,0.03,240.0, 4/24/2026
BR,IF,I,0.01,0.03,570.0, 4/24/2026
BR,VVS1,I,0.01,0.03,570.0, 4/24/2026
BR,VVS2,I,0.01,0.03,570.0, 4/24/2026
